1.796796796796796825e-01,9.421964713324856348e+03,1.778636476918291016e+11,2.851269158124389160e+12
3.593593593593593649e-01,4.710970774094314947e+03,2.223295596134424591e+10,3.564060159397909546e+11
5.390390390390390474e-01,3.140634313192542322e+03,6.587542506892401695e+09,1.056004843219284515e+11
7.187187187187187298e-01,2.355462221853976644e+03,2.779119494899237633e+09,4.454943759252162170e+10
8.983983983983984123e-01,1.884355878319430303e+03,1.422909181176812649e+09,2.280880732473876572e+10
1.078078078078078095e+00,1.570282408664111927e+03,8.234428129583539963e+08,1.319918428796918106e+10
1.257757757757757666e+00,1.345942009773056043e+03,5.185529082209829688e+08,8.311757079752369881e+09
1.437437437437437460e+00,1.177684780084982322e+03,3.473899363247971535e+08,5.568022524942395210e+09
1.617117117117117253e+00,1.046816329840249182e+03,2.439830551736579537e+08,3.910436721913553715e+09
1.796796796796796825e+00,9.421200251800329397e+02,1.778636469750723243e+08,2.850575191806101799e+09
1.976476476476476396e+00,8.564580081914103857e+02,1.336315902647446543e+08,2.141568744111042500e+09
2.156156156156156189e+00,7.850717069299013247e+02,1.029303508133300990e+08,1.649459948640219688e+09
2.335835835835835983e+00,7.246667254316042772e+02,8.095750825874237716e+07,1.297265166859421730e+09
2.515515515515515332e+00,6.728899237201338792e+02,6.481911258670795709e+07,1.038594147525584459e+09
2.695195195195195126e+00,6.280156658107803196e+02,5.270033898151203245e+07,8.443552890072948933e+08
2.874874874874874919e+00,5.887497247131121867e+02,4.342374096521543711e+07,6.956742802631539106e+08
3.054554554554554713e+00,5.541023974326579946e+02,3.620265452961434424e+07,5.799410944829547405e+08
3.234234234234234506e+00,5.233039149720291334e+02,3.049788068683255464e+07,4.885125750909388661e+08
3.413913913913913856e+00,4.957465649632654277e+02,2.593142416507049650e+07,4.153296509833918214e+08
3.593593593593593649e+00,4.709441775104781414e+02,2.223295452749510854e+07,3.560591017162073851e+08
3.773273273273273443e+00,4.485031865060236669e+02,1.920566178028721735e+07,3.075462210328384638e+08
3.952952952952952792e+00,4.281015833149925243e+02,1.670394730416343361e+07,2.674572028665292561e+08
4.132632632632632586e+00,4.094733608028761296e+02,1.461852779036621749e+07,2.340403587995712757e+08
4.312312312312312379e+00,3.923968463563157911e+02,1.286629223816679604e+07,2.059635274625165462e+08
4.491991991991992172e+00,3.766858349788732880e+02,1.138327165947618894e+07,1.822013806782361567e+08
4.671671671671671966e+00,3.621827685954686444e+02,1.011968678424176760e+07,1.619560398602537513e+08
4.851351351351351759e+00,3.487534310669430511e+02,9.036407538383042440e+06,1.446003229646851718e+08
5.031031031031030665e+00,3.362827799872161449e+02,8.102387190601495095e+06,1.296366152064013630e+08
5.210710710710710458e+00,3.246716408672371017e+02,7.292779407218741253e+06,1.166666866172639877e+08
5.390390390390390252e+00,3.138340624821468055e+02,6.587540355278972536e+06,1.053692847685322613e+08
5.570070070070070045e+00,3.036951840867304213e+02,5.970379693423748016e+06,9.548332002251973748e+07
5.749749749749749839e+00,2.941895025279726497e+02,5.427965468529150821e+06,8.679512077009654045e+07
5.929429429429429632e+00,2.852594544280574951e+02,4.949315819797502831e+06,7.912868308529172838e+07
6.109109109109109426e+00,2.768542485703686111e+02,4.525329529323901050e+06,7.233814599788510799e+07
6.288788788788789219e+00,2.689288984478887983e+02,4.148420758678324521e+06,6.630193679030354321e+07
6.468468468468469013e+00,2.614434160535332126e+02,3.812232664176036138e+06,6.091818065398042649e+07
6.648148148148147918e+00,2.543621364071857442e+02,3.511411233561067842e+06,5.610107563896647096e+07
6.827827827827827711e+00,2.476531487363601514e+02,3.241425464107946027e+06,5.177801040888084471e+07
7.007507507507507505e+00,2.412878151675301410e+02,2.998423467587452382e+06,4.788725786300408840e+07
7.187187187187187298e+00,2.352403616137586368e+02,2.779116624512838200e+06,4.437611835384368151e+07
7.366866866866867092e+00,2.294875285324307015e+02,2.580685783479213249e+06,4.119941625810626894e+07
7.546546546546546885e+00,2.240082715747389841e+02,2.400704896160651930e+06,3.831827601609139889e+07
7.726226226226226679e+00,2.187835040050079840e+02,2.237078525006453972e+06,3.569912052888216078e+07
7.905905905905905584e+00,2.137958742446562894e+02,2.087990451638296247e+06,3.331284748124501854e+07
8.085585585585585378e+00,2.090295730769636293e+02,1.951861215971144615e+06,3.113414880808347091e+07
8.265265265265265171e+00,2.044701659990422797e+02,1.827312877348409267e+06,2.914094591601936892e+07
8.444944944944944965e+00,2.001044469756845672e+02,1.713139644646114437e+06,2.731391897264595702e+07
8.624624624624624758e+00,1.959203104739791854e+02,1.608283298197225435e+06,2.563611299834076688e+07
8.804304304304304551e+00,1.919066391671583460e+02,1.511812541641260497e+06,2.409260694581560418e+07
8.983983983983984345e+00,1.880532051139832959e+02,1.422905590670943260e+06,2.267023465931839123e+07
9.163663663663664138e+00,1.843505825640843625e+02,1.340835438822198194e+06,2.135734874002429843e+07
9.343343343343343932e+00,1.807900708242232497e+02,1.264957346010312904e+06,2.014362003608571365e+07
9.523023023023023725e+00,1.773636258566767765e+02,1.194698179585820064e+06,1.901986682334588468e+07
9.702702702702703519e+00,1.740637994778000461e+02,1.129547304952589795e+06,1.797790882094207779e+07
9.882382382382383312e+00,1.708836851894737379e+02,1.069048776855425444e+06,1.701044205259713903e+07
1.006206206206206133e+01,1.678168698143246900e+02,1.012794626082778443e+06,1.611093126384800300e+07
1.024174174174174112e+01,1.648573902219761180e+02,9.604190716977551347e+05,1.527351717233910412e+07
1.042142142142142092e+01,1.619996945318925441e+02,9.115935176883952226e+05,1.449293628956365399e+07
1.060110110110110071e+01,1.592386072616981494e+02,8.660222164332432440e+05,1.376445142917540669e+07
1.078078078078078050e+01,1.565692979606632775e+02,8.234385006472747773e+05,1.308379132583712786e+07
1.096046046046046030e+01,1.539872529284215830e+02,7.836015013254245277e+05,1.244709804264812730e+07
1.114014014014014009e+01,1.514882496705859580e+02,7.462932822869212832e+05,1.185088105493196845e+07
1.131981981981981988e+01,1.490683337871624587e+02,7.113163327615963062e+05,1.129197707187223993e+07
1.149949949949949968e+01,1.467237980276757128e+02,6.784913684641497675e+05,1.076751480180967227e+07
1.167917917917917947e+01,1.444511632796672700e+02,6.476553991071224445e+05,1.027488398729580455e+07
1.185885885885885926e+01,1.422471612855123340e+02,6.186600265765512595e+05,9.811708136541606858e+06
1.203853853853853906e+01,1.401087189069841372e+02,5.913699432532156352e+05,9.375820462185531855e+06
1.221821821821821885e+01,1.380329437782392574e+02,5.656616043833117001e+05,8.965242609160177410e+06
1.239789789789789864e+01,1.360171112063692931e+02,5.414220521289097378e+05,8.578165813161563128e+06
1.257757757757757844e+01,1.340586521947623453e+02,5.185478720779715804e+05,8.212934181700538844e+06
1.275725725725725823e+01,1.321551424785750726e+02,4.969442656621638453e+05,7.868029832482573576e+06
1.293693693693693803e+01,1.303042924739151545e+02,4.765242241972300690e+05,7.542059660186959431e+06
1.311661661661661604e+01,1.285039380531183326e+02,4.572077921904305695e+05,7.233743533643654548e+06
1.329629629629629584e+01,1.267520320679761170e+02,4.389214092063771677e+05,6.941903751798547804e+06
1.347597597597597563e+01,1.250466365511051094e+02,4.215973209911531885e+05,6.665455609431939200e+06
1.365565565565565542e+01,1.233859155329979131e+02,4.051730517620108440e+05,6.403398942945046350e+06
1.383533533533533522e+01,1.217681284187841300e+02,3.895909306071313331e+05,6.154810543151481077e+06
1.401501501501501501e+01,1.201916238744713183e+02,3.747976658327575424e+05,5.918837336318885908e+06
1.419469469469469480e+01,1.186548341775222468e+02,3.607439618651100318e+05,5.694690247047426179e+06
1.437437437437437460e+01,1.171562699911386716e+02,3.473841739800471114e+05,5.481638667237717658e+06
1.455405405405405439e+01,1.156945155256352820e+02,3.346759967097355984e+05,5.279005464636282995e+06
1.473373373373373418e+01,1.142682240538593845e+02,3.225801822755384492e+05,5.086162472458434291e+06
1.491341341341341398e+01,1.128761137507972450e+02,3.110602858308343566e+05,4.902526408551542088e+06
1.509309309309309377e+01,1.115169638303511732e+02,3.000824346757550957e+05,4.727555178623443469e+06
1.527277277277277356e+01,1.101896109548150804e+02,2.896151189357538242e+05,4.560744523347913288e+06
1.545245245245245336e+01,1.088929458948512803e+02,2.796290014841207885e+05,4.401624973777389154e+06
1.563213213213213315e+01,1.076259104198140477e+02,2.700967451407634653e+05,4.249759083534681238e+06
1.581181181181181117e+01,1.063874944000963865e+02,2.609928554006001505e+05,4.104738909797282424e+06
1.599149149149149096e+01,1.051767331048243648e+02,2.522935371389418433e+05,3.966183718197024427e+06
1.617117117117117076e+01,1.039927046797049286e+02,2.439765639118152612e+05,3.833737889491247013e+06
1.635085085085085055e+01,1.028345277911697622e+02,2.360211586193699914e+05,3.707069008268244565e+06
1.653053053053053034e+01,1.017013594241616374e+02,2.284078844329381827e+05,3.585866116071802098e+06
1.671021021021021014e+01,1.005923928219992973e+02,2.211185450032501831e+05,3.469838113203301560e+06
1.688988988988988993e+01,9.950685555774015256e+01,2.141360930707124062e+05,3.358712295116800349e+06
1.706956956956956972e+01,9.844400772735174598e+01,2.074445466901994369e+05,3.252233010789375287e+06
1.724924924924924952e+01,9.740314025581001545e+01,2.010289123639945465e+05,3.150160431749789976e+06
1.742892892892892931e+01,9.638357330797481382e+01,1.948751144485688419e+05,3.052269421603141353e+06
1.760860860860860910e+01,9.538465479675905101e+01,1.889699302649543388e+05,2.958348496915630065e+06
1.778828828828828890e+01,9.440575898171148594e+01,1.833009303994746588e+05,2.868198871237061918e+06
1.796796796796796869e+01,9.344628515168493266e+01,1.778564237324072747e+05,2.781633574852759484e+06
1.814764764764764848e+01,9.250565638576135541e+01,1.726254067774764262e+05,2.698476643582825549e+06
1.832732732732732828e+01,9.158331838706408234e+01,1.675975169555628672e+05,2.618562370595362503e+06
1.850700700700700807e+01,9.067873838450319113e+01,1.627629894622262509e+05,2.541734615780428983e+06
1.868668668668668786e+01,8.979140409788163879e+01,1.581126174210457248e+05,2.467846167750778608e+06
1.886636636636636766e+01,8.892082276213817238e+01,1.536377150438385434e+05,2.396758154000902083e+06
1.904604604604604745e+01,8.806652020682204807e+01,1.493300835448800935e+05,2.328339495173516683e+06
1.922572572572572724e+01,8.722803998718558205e+01,1.451819795796592953e+05,2.262466399757676292e+06
1.940540540540540704e+01,8.640494256354963909e+01,1.411860859997515799e+05,2.199021895879915915e+06
1.958508508508508683e+01,8.559680452584152022e+01,1.373354847343369911e+05,2.137895397153376136e+06
